id,project,service,group,board,area,roadid,carriageway,location,erp,side,position,class,fault,repair,priority,comment,size,length,width,total,latitude,longitude,faulttime,inspector,inspection,seq,photoid
TEST_ASM_1159,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1774,9692,002-0000,15721,L,1,PVM,Flushing,Water Cutting,3,,50x3,50,3,150,-37.245147,175.176617,2020-03-01 08:07:00,SF,2020_02,38,SH1C3_200301_05394
TEST_ASM_116,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,236,3226,016-0004-R2,2,L,1,PVM,Deformation/Shoving (A/C Rd),Structural Asphalt SAC,2,,5x2,5,2,10,-36.862512,174.754547,2020-02-20 12:40:00,SF,2020_02,136,SH1C3_200220_12941
TEST_ASM_1160,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1774,9692,002-0000,15908,L,1,PVM,Scabbing,Level Mix,3,,300x3,300,3,900,-37.245687,175.178618,2020-03-01 08:07:00,SF,2020_02,39,SH1C3_200301_05410
TEST_ASM_1161,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,228,341,002-0018,326,L,1,PVM,Rutting,Structural Asphalt SAC,2,,40x2,40,2,80,-37.247898,175.18842,2020-03-01 08:08:00,SF,2020_02,42,SH1C3_200301_05488
TEST_ASM_1162,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,228,341,002-0018,541,L,1,PVM,Rutting,Structural Asphalt SAC,1,,20x3,20,3,60,-37.247513,175.19075,2020-03-01 08:08:00,SF,2020_02,44,SH1C3_200301_05508
TEST_ASM_1163,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,228,341,002-0018,749,L,1,PVM,Scabbing,Level Mix,3,,60x2,60,2,120,-37.246778,175.192928,2020-03-01 08:08:00,SF,2020_02,45,SH1C3_200301_05528
TEST_ASM_1164,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,228,341,002-0018,922,L,1,PVM,Scabbing,Level Mix,3,,200x2,200,2,400,-37.246195,175.194732,2020-03-01 08:09:00,SF,2020_02,47,SH1C3_200301_05544
TEST_ASM_1165,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,228,9693,002-0018,2698,L,1,PVM,Deformation/Shoving (C/S Rd),Dig Out,3,,10x1,10,1,10,-37.247207,175.214405,2020-03-01 08:10:00,SF,2020_02,51,SH1C3_200301_05696
TEST_ASM_1166,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,228,14,002-0018,3532,L,1,PVM,Variable Surface,Level Mix,3,,20x3,20,3,60,-37.249408,175.223333,2020-03-01 08:10:00,SF,2020_02,56,SH1C3_200301_05774
TEST_ASM_1167,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,228,14,002-0018,4226,L,1,PVM,Scabbing,Level Mix,3,,60x2,60,2,120,-37.251315,175.230768,2020-03-01 08:11:00,SF,2020_02,62,SH1C3_200301_05841
TEST_ASM_1168,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,228,13,002-0018,4943,L,1,PVM,Scabbing,Level Mix,3,,30x2,30,2,60,-37.253905,175.23801,2020-03-01 08:12:00,SF,2020_02,65,SH1C3_200301_05913
TEST_ASM_1169,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,228,344,002-0018,5548,L,1,PVM,Alligator Cracking (A/C Rd),Mill and Fill,3,,20x3,20,3,60,-37.253798,175.24482,2020-03-01 08:12:00,SF,2020_02,66,SH1C3_200301_05975
TEST_ASM_1170,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,228,344,002-0018,6745,L,1,PVM,Flushing,Water Cutting,3,,230x3,230,3,690,-37.258688,175.256588,2020-03-01 08:13:00,SF,2020_02,69,SH1C3_200301_06083
TEST_ASM_1171,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,228,344,002-0018,7044,L,1,PVM,Alligator Cracking (C/S Rd),Dig Out,2,,20x2,20,2,40,-37.260288,175.259303,2020-03-01 08:13:00,SF,2020_02,70,SH1C3_200301_06111
TEST_ASM_1172,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,228,18,002-0018,8888,L,1,PVM,Flushing,Water Cutting,3,,80x3,80,3,240,-37.268258,175.277145,2020-03-01 08:16:00,SF,2020_02,72,SH1C3_200301_06303
TEST_ASM_1173,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,228,18,002-0018,10146,L,1,PVM,Flushing,Water Cutting,3,,20x3,20,3,60,-37.275917,175.286377,2020-03-01 08:17:00,SF,2020_02,74,SH1C3_200301_06416
TEST_ASM_1174,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,228,9697,002-0018,11085,L,1,PVM,Rutting,Structural Asphalt SAC,2,,20x3,20,3,60,-37.279082,175.296177,2020-03-01 08:18:00,SF,2020_02,76,SH1C3_200301_06496
TEST_ASM_1175,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,228,9698,002-0018,11998,L,1,PVM,Deformation/Shoving (C/S Rd),Dig Out,2,,20x2,20,2,40,-37.28431,175.304135,2020-03-01 08:19:00,SF,2020_02,78,SH1C3_200301_06572
TEST_ASM_1176,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1308,1061,002-0032,812,L,1,PVM,Deformation/Shoving (C/S Rd),Dig Out,2,,20x2,20,2,40,-37.278765,175.327883,2020-03-01 08:20:00,SF,2020_02,83,SH1C3_200301_06802
TEST_ASM_1177,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1308,1061,002-0032,1523,L,1,PVM,Flushing,Water Cutting,3,,10x3,10,3,30,-37.27707,175.335607,2020-03-01 08:21:00,SF,2020_02,87,SH1C3_200301_06870
TEST_ASM_1178,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1308,1061,002-0032,1501,R,1,PVM,Deformation/Shoving (C/S Rd),Dig Out,2,,70x2,70,2,140,-37.277133,175.335375,2020-03-01 08:22:00,SF,2020_02,86,SH1C3_200301_07019
TEST_ASM_1179,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1308,1061,002-0032,1185,R,1,PVM,Scabbing,Level Mix,3,,20x1,20,1,20,-37.277993,175.331985,2020-03-01 08:23:00,SF,2020_02,85,SH1C3_200301_07045
TEST_ASM_1180,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1308,1061,002-0032,1032,R,1,PVM,Scabbing,Level Mix,3,,20x1,20,1,20,-37.278312,175.330295,2020-03-01 08:23:00,SF,2020_02,84,SH1C3_200301_07057
TEST_ASM_1181,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1308,1061,002-0032,331,R,1,PVM,Rutting,Structural Asphalt SAC,2,,20x2,20,2,40,-37.28154,175.324077,2020-03-01 08:23:00,SF,2020_02,82,SH1C3_200301_07117
TEST_ASM_1182,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,228,17,002-0018,13065,R,1,PVM,Flushing,Water Cutting,3,,40x3,40,3,120,-37.287048,175.315593,2020-03-01 08:24:00,SF,2020_02,80,SH1C3_200301_07195
TEST_ASM_1183,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,228,9699,002-0018,12246,R,1,PVM,Alligator Cracking (C/S Rd),Dig Out,2,,20x2,20,2,40,-37.285442,175.306533,2020-03-01 08:24:00,SF,2020_02,79,SH1C3_200301_07259
TEST_ASM_1184,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,228,9698,002-0018,11980,R,1,PVM,Alligator Cracking (C/S Rd),Dig Out,2,,20x3,20,3,60,-37.284307,175.303898,2020-03-01 08:25:00,SF,2020_02,77,SH1C3_200301_07281
TEST_ASM_1185,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,228,9695,002-0018,10556,R,1,PVM,Deformation/Shoving (C/S Rd),Dig Out,2,,5x2,5,2,10,-37.27734,175.290635,2020-03-01 08:25:00,SF,2020_02,75,SH1C3_200301_07391
TEST_ASM_1186,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,228,18,002-0018,9310,R,1,PVM,Flushing,Water Cutting,3,,300x2,300,2,600,-37.270265,175.280995,2020-03-01 08:26:00,SF,2020_02,73,SH1C3_200301_07489
TEST_ASM_1187,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,228,18,002-0018,8663,R,1,PVM,Flushing,Water Cutting,3,,60x1,60,1,60,-37.267718,175.274708,2020-03-01 08:27:00,SF,2020_02,71,SH1C3_200301_07541
TEST_ASM_1188,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,228,344,002-0018,5723,R,1,PVM,Flushing,Water Cutting,3,,100x2,100,2,200,-37.253928,175.246763,2020-03-01 08:29:00,SF,2020_02,68,SH1C3_200301_07782
TEST_ASM_1189,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,228,14,002-0018,4642,R,1,PVM,Alligator Cracking (C/S Rd),Dig Out,2,,20x3,20,3,60,-37.253125,175.234852,2020-03-01 08:31:00,SF,2020_02,64,SH1C3_200301_07898
TEST_ASM_1190,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,228,14,002-0018,4259,R,1,PVM,Alligator Cracking (C/S Rd),Dig Out,3,,40x3,40,3,120,-37.251483,175.231078,2020-03-01 08:31:00,SF,2020_02,63,SH1C3_200301_07951
TEST_ASM_1191,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,228,14,002-0018,4170,R,1,PVM,Alligator Cracking (C/S Rd),Dig Out,2,,10x2,10,2,20,-37.25114,175.230158,2020-03-01 08:31:00,SF,2020_02,61,SH1C3_200301_07956
TEST_ASM_1192,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,228,14,002-0018,4044,R,1,PVM,Alligator Cracking (C/S Rd),Dig Out,3,,6x2,6,2,12,-37.250638,175.228877,2020-03-01 08:31:00,SF,2020_02,60,SH1C3_200301_07970
TEST_ASM_1193,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,228,14,002-0018,3882,R,1,PVM,Alligator Cracking (C/S Rd),Dig Out,3,,5x1,5,1,5,-37.250092,175.227205,2020-03-01 08:31:00,SF,2020_02,59,SH1C3_200301_07988
TEST_ASM_1194,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,228,14,002-0018,3777,R,1,PVM,Alligator Cracking (C/S Rd),Dig Out,3,,10x1,10,1,10,-37.249893,175.226037,2020-03-01 08:32:00,SF,2020_02,58,SH1C3_200301_08000
TEST_ASM_1195,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,228,14,002-0018,3541,R,1,PVM,Scabbing,Level Mix,3,,40x1,40,1,40,-37.249468,175.223425,2020-03-01 08:32:00,SF,2020_02,57,SH1C3_200301_08024
TEST_ASM_1196,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,228,14,002-0018,3352,R,1,PVM,Alligator Cracking (C/S Rd),Dig Out,2,,5x1,5,1,5,-37.249128,175.221342,2020-03-01 08:32:00,SF,2020_02,55,SH1C3_200301_08042
TEST_ASM_1197,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,228,14,002-0018,3267,R,1,PVM,Alligator Cracking (C/S Rd),Dig Out,2,,20x2,20,2,40,-37.248978,175.220398,2020-03-01 08:32:00,SF,2020_02,53,SH1C3_200301_08050
TEST_ASM_1198,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,228,9693,002-0018,2650,R,1,PVM,Alligator Cracking (C/S Rd),Dig Out,2,,3x1,3,1,3,-37.24703,175.213892,2020-03-01 08:32:00,SF,2020_02,50,SH1C3_200301_08103
TEST_ASM_1199,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,228,9693,002-0018,2053,R,1,PVM,Scabbing,Level Mix,3,,80x2,80,2,160,-37.24602,175.207443,2020-03-01 08:33:00,SF,2020_02,49,SH1C3_200301_08153
TEST_ASM_120,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1747,9320,016-0007/03.53-D,109,L,1,VEG,Vegetation Encroachment (Vertical),Vegetation Vertical Trim,2,,10,10,,10,-36.819385,174.615215,2020-02-20 12:52:00,SF,2020_02,145,SH1C3_200220_14221
TEST_ASM_1200,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,228,15,002-0018,1540,R,1,PVM,Alligator Cracking (C/S Rd),Dig Out,3,,5x2,5,2,10,-37.245962,175.2017,2020-03-01 08:33:00,SF,2020_02,48,SH1C3_200301_08227
TEST_ASM_1201,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,228,341,002-0018,811,R,1,PVM,Scabbing,Level Mix,3,,120x2,120,2,240,-37.246593,175.193588,2020-03-01 08:34:00,SF,2020_02,46,SH1C3_200301_08289
TEST_ASM_1202,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,228,341,002-0018,444,R,1,PVM,Rutting,Structural Asphalt SAC,2,,10x1,10,1,10,-37.247858,175.189755,2020-03-01 08:34:00,SF,2020_02,43,SH1C3_200301_08317
TEST_ASM_1203,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1774,9692,002-0000,15635,R,1,PVM,Scabbing,Level Mix,3,,30x1,30,1,30,-37.244793,175.175748,2020-03-01 08:35:00,SF,2020_02,37,SH1C3_200301_08417
TEST_ASM_1206,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1774,2119,002-0000,14028,R,1,PVM,Alligator Cracking (C/S Rd),Dig Out,3,,3x1,3,1,3,-37.233568,175.165852,2020-03-01 08:39:00,SF,2020_02,32,SH1C3_200301_08766
TEST_ASM_1207,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1774,2114,002-0000,13474,R,1,PVM,Alligator Cracking (C/S Rd),Dig Out,3,,5x1,5,1,5,-37.230037,175.16145,2020-03-01 08:39:00,SF,2020_02,31,SH1C3_200301_08812
TEST_ASM_1209,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1774,463,002-0000,7219,R,1,PVM,Rutting,Structural Asphalt SAC,3,,20x2,20,2,40,-37.21661,175.094332,2020-03-01 08:43:00,SF,2020_02,28,SH1C3_200301_09316
TEST_ASM_121,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1747,11275,016-0007/03.53-D,5492,R,2,PVM,Ravelling,Mill and Fill,3,,3x2,3,2,6,-36.851883,174.639222,2020-02-20 12:55:00,SF,2020_02,149,SH1C3_200220_14552
TEST_ASM_1210,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1774,463,002-0000,6196,R,1,PVM,Scabbing,Level Mix,3,,40x1,40,1,40,-37.213102,175.083863,2020-03-01 08:44:00,SF,2020_02,25,SH1C3_200301_09400
TEST_ASM_1211,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1774,9689,002-0000,4106,R,1,PVM,Chipseal Delamination,Hotmix,2,,40x3,40,3,120,-37.215553,175.061573,2020-03-01 08:47:00,SF,2020_02,21,SH1C3_200301_09592
TEST_ASM_1212,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1774,9689,002-0000,3940,R,1,PVM,Deformation/Shoving (C/S Rd),Dig Out,2,,10x2,10,2,20,-37.215892,175.05973,2020-03-01 08:47:00,SF,2020_02,19,SH1C3_200301_09608
TEST_ASM_1213,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1774,9689,002-0000,3736,R,1,PVM,Deformation/Shoving (C/S Rd),Dig Out,3,,5x1,5,1,5,-37.216305,175.05749,2020-03-01 08:47:00,SF,2020_02,18,SH1C3_200301_09626
TEST_ASM_1216,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1774,464,002-0000,2516,R,1,PVM,Alligator Cracking (C/S Rd),Dig Out,2,,20x1,20,1,20,-37.220367,175.045533,2020-03-01 08:48:00,SF,2020_02,15,SH1C3_200301_09731
TEST_ASM_1217,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1774,9688,002-0000,2286,R,1,PVM,Deformation/Shoving (C/S Rd),Dig Out,2,,6x1,6,1,6,-37.222333,175.044785,2020-03-01 08:48:00,SF,2020_02,14,SH1C3_200301_09751
TEST_ASM_1219,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1774,9688,002-0000,1809,R,1,PVM,Deformation/Shoving (C/S Rd),Dig Out,3,,10x1,10,1,10,-37.224353,175.040142,2020-03-01 08:48:00,SF,2020_02,11,SH1C3_200301_09793
TEST_ASM_122,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1747,3195,016-0007/03.53-D,4850,R,2,PVM,L & T Cracking (Fatigue & Joint),Jointseal,3,,10,10,,10,-36.854847,174.645398,2020-02-20 12:55:00,SF,2020_02,147,SH1C3_200220_14598
TEST_ASM_1220,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1774,465,002-0000,91,R,1,PVM,Ravelling,Mill and Fill,2,,60x3,60,3,180,-37.22838,175.021658,2020-03-01 08:52:00,SF,2020_02,3,SH1C3_200301_09979
TEST_ASM_1221,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1966,2305,01N-0478-R3,315,L,1,PVM,Alligator Cracking (A/C Rd),Mill and Fill,2,,80x2,80,2,160,-37.230085,175.017627,2020-03-01 08:52:00,SF,2020_02,647,SH1C3_200301_10025
TEST_ASM_1225,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1742,2359,01N-0461/01.31-D,9469,R,1,BAR,Armco Barrier Damaged,Repair,3,,5,5,,5,-37.183817,174.98034,2020-03-01 08:56:00,SF,2020_02,595,SH1C3_200301_10535
TEST_ASM_1227,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1742,2359,01N-0461/01.31-D,5482,R,1,PVM,Ravelling,Mill and Fill,3,,300x1,300,1,300,-37.150488,174.973905,2020-03-01 08:59:00,SF,2020_02,589,SH1C3_200301_10814
TEST_ASM_1228,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1742,2360,01N-0461/01.31-D,4554,R,1,PVM,Alligator Cracking (A/C Rd),Mill and Fill,3,,120x2,120,2,240,-37.142993,174.96931,2020-03-01 08:59:00,SF,2020_02,586,SH1C3_200301_10878
TEST_ASM_1230,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1735,2406,01N-0448/05.06-D,10026,R,1,PVM,Ravelling,Mill and Fill,3,,80x3,80,3,240,-37.073343,174.928823,2020-03-01 09:04:00,SF,2020_02,546,SH1C3_200301_11477
TEST_ASM_1231,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1735,2407,01N-0448/05.06-D,8744,R,1,PVM,Variable Surface,Level Mix,3,,200x3,200,3,600,-37.062352,174.924512,2020-03-01 09:05:00,SF,2020_02,543,SH1C3_200301_11571
TEST_ASM_1233,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1735,2407,01N-0448/05.06-D,7217,R,1,PVM,Variable Surface,Level Mix,3,,120x3,120,3,360,-37.050142,174.916638,2020-03-01 09:06:00,SF,2020_02,538,SH1C3_200301_11687
TEST_ASM_1234,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1735,11166,01N-0448/05.06-D,5757,R,1,PVM,Ravelling,Mill and Fill,2,,340x3,340,3,1020,-37.038285,174.910068,2020-03-01 09:07:00,SF,2020_02,534,SH1C3_200301_11797
TEST_ASM_1237,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,195,2370,01N-0448-D,3077,R,1,PVM,Ravelling,Mill and Fill,3,,200x3,200,3,600,-37.01482,174.906267,2020-03-01 09:08:00,SF,2020_02,567,SH1C3_200301_11986
TEST_ASM_1238,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,195,10089,01N-0448-D,2326,R,1,PVM,Ravelling,Mill and Fill,2,,500x3,500,3,1500,-37.009105,174.90197,2020-03-01 09:09:00,SF,2020_02,564,SH1C3_200301_12042
TEST_ASM_1239,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1777,2469,01N-0431/11.17-D,15308,R,1,PVM,Ravelling,Mill and Fill,3,,80x3,80,3,240,-36.979337,174.881437,2020-03-01 09:11:00,SF,2020_02,445,SH1C3_200301_12316
TEST_ASM_1240,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1781,2432,01N-0431-D,10552,R,1,PVM,Asphalt Delamination,Mill and Fill,2,,2x1,2,1,2,-36.943627,174.854472,2020-03-01 09:14:00,SF,2020_02,479,SH1C3_200301_12650
TEST_ASM_1241,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1781,10243,01N-0431-D,7666,R,1,BAR,Armco Barrier Damaged,Repair,3,,5,5,,5,-36.920251,174.842957,2020-03-01 09:16:00,SF,2020_02,471,SH1C3_200301_12849
TEST_ASM_1243,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,157,2425,01N-0431-I,3185,L,2,PVM,Ravelling,Mill and Fill,3,,800x3,800,3,2400,-36.895352,174.80667,2020-03-01 09:21:00,SF,2020_02,489,SH1C3_200301_13406
TEST_ASM_1244,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,157,11160,01N-0431-I,8028,L,2,PVM,Ravelling,Mill and Fill,3,,240x3,240,3,720,-36.921963,174.8464,2020-03-01 09:24:00,SF,2020_02,493,SH1C3_200301_13770
TEST_ASM_1245,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,157,2418,01N-0431-I,9297,L,2,PVM,Ravelling,Mill and Fill,3,,560x3,560,3,1680,-36.932653,174.851212,2020-03-01 09:25:00,SF,2020_02,497,SH1C3_200301_13880
TEST_ASM_1246,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1769,2475,01N-0431/11.16-I,13623,L,2,PVM,Ravelling,Mill and Fill,3,,900x3,900,3,2700,-36.966972,174.87184,2020-03-01 09:28:00,SF,2020_02,428,SH1C3_200301_14217
TEST_ASM_1247,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1769,2475,01N-0431/11.16-I,14760,L,2,PVM,Ravelling,Mill and Fill,3,,900x3,900,3,2700,-36.974605,174.880052,2020-03-01 09:28:00,SF,2020_02,432,SH1C3_200301_14307
TEST_ASM_1248,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,194,10082,01N-0448-I,576,L,2,PVM,Alligator Cracking (A/C Rd),Mill and Fill,3,,3x1,3,1,3,-36.996735,174.890307,2020-03-01 09:30:00,SF,2020_02,569,SH1C3_200301_14515
TEST_ASM_1249,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,194,10083,01N-0448-I,1045,L,2,PVM,Ravelling,Mill and Fill,3,,150x3,150,3,450,-37.000388,174.892932,2020-03-01 09:30:00,SF,2020_02,570,SH1C3_200301_14549
TEST_ASM_1254,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1734,2401,01N-0448/05.06-I,7705,L,2,PVM,Ravelling,Mill and Fill,3,,600x3,600,3,1800,-37.054032,174.919412,2020-03-01 09:35:00,SF,2020_02,555,SH1C3_200301_15076
TEST_ASM_1255,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1734,2401,01N-0448/05.06-I,8414,L,2,PVM,Ravelling,Mill and Fill,2,,780x3,780,3,2340,-37.059645,174.92321,2020-03-01 09:35:00,SF,2020_02,556,SH1C3_200301_15130
TEST_ASM_1257,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1734,2396,01N-0448/05.06-I,14059,L,2,MSC,Abandoned TTM,Pickup Abandoned TTM,2,,3,3,,3,-37.106272,174.946085,2020-03-01 09:39:00,SF,2020_02,558,SH1C3_200301_15567
TEST_ASM_1258,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,209,2296,01N-0461-I,221,L,2,PVM,L & T Cracking (Fatigue & Joint),Jointseal,3,,200,200,,200,-37.109275,174.946628,2020-03-01 09:39:00,SF,2020_02,627,SH1C3_200301_15595
TEST_ASM_1259,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,209,2296,01N-0461-I,599,L,2,PVM,Alligator Cracking (A/C Rd),Mill and Fill,2,,20x2,20,2,40,-37.112553,174.947755,2020-03-01 09:39:00,SF,2020_02,628,SH1C3_200301_15631
TEST_ASM_1260,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,209,2296,01N-0461-I,773,L,2,PVM,Ravelling,Mill and Fill,3,,200x3,200,3,600,-37.114037,174.948388,2020-03-01 09:40:00,SF,2020_02,629,SH1C3_200301_15647
TEST_ASM_1261,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1741,2349,01N-0461/01.31-I,6884,L,2,PVM,Ravelling,Mill and Fill,3,,200x3,200,3,600,-37.161722,174.981318,2020-03-01 09:44:00,SF,2020_02,602,SH1C3_200301_16120
TEST_ASM_1262,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1741,2348,01N-0461/01.31-I,8305,L,2,PVM,Ravelling,Mill and Fill,3,,300x3,300,3,900,-37.173782,174.983755,2020-03-01 09:44:00,SF,2020_02,606,SH1C3_200301_16234
TEST_ASM_1263,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1741,2348,01N-0461/01.31-I,8587,L,2,PVM,L & T Cracking (Fatigue & Joint),Jointseal,3,,20,20,,20,-37.17603,174.982282,2020-03-01 09:45:00,SF,2020_02,608,SH1C3_200301_16258
TEST_ASM_1267,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1640,2316,01N-0461/12.99-I,14392,L,2,PVM,Deformation/Shoving (A/C Rd),Structural Asphalt SAC,2,,4x1,4,1,4,-37.222325,175.004652,2020-03-01 09:49:00,SF,2020_02,622,SH1C3_200301_16783
TEST_ASM_1268,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1640,2316,01N-0461/12.99-I,14670,L,2,PVM,Alligator Cracking (A/C Rd),Mill and Fill,3,,300x2,300,2,600,-37.224127,175.006803,2020-03-01 09:49:00,SF,2020_02,623,SH1C3_200301_16807
TEST_ASM_1269,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1774,2304,002-0000,50,L,1,PVM,L & T Cracking (Fatigue & Joint),Jointseal,3,,50,50,,50,-37.229752,175.015993,2020-03-01 09:50:00,SF,2020_02,1,SH1C3_200301_16897
TEST_ASM_1271,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1966,2305,01N-0478-R3,104,L,2,PVM,Alligator Cracking (A/C Rd),Mill and Fill,2,,60x3,60,3,180,-37.229112,175.019645,2020-03-01 09:54:00,SF,2020_02,646,SH1C3_200301_17029
TEST_ASM_1273,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,215,2321,01N-0461/12.98-D,15063,R,2,PVM,Alligator Cracking (A/C Rd),Mill and Fill,3,,20x2,20,2,40,-37.226122,175.010052,2020-03-01 09:57:00,SF,2020_02,621,SH1C3_200301_17186
TEST_ASM_1274,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,215,2322,01N-0461/12.98-D,14898,R,2,PVM,Alligator Cracking (A/C Rd),Mill and Fill,2,,2x1,2,1,2,-37.225232,175.008587,2020-03-01 09:57:00,SF,2020_02,619,SH1C3_200301_17198
TEST_ASM_1275,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,215,2323,01N-0461/12.98-D,13746,R,2,PVM,Ravelling,Mill and Fill,3,,30x2,30,2,60,-37.217618,175.000742,2020-03-01 09:58:00,SF,2020_02,617,SH1C3_200301_17286
TEST_ASM_1276,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1742,2323,01N-0461/01.31-D,13339,R,2,PVM,Ravelling,Mill and Fill,3,,300x3,300,3,900,-37.214147,174.999467,2020-03-01 09:58:00,SF,2020_02,598,SH1C3_200301_17316
TEST_ASM_1277,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1742,2353,01N-0461/01.31-D,12903,R,2,PVM,Deformation/Shoving (C/S Rd),Dig Out,2,,30x1,30,1,30,-37.210848,174.99658,2020-03-01 09:58:00,SF,2020_02,597,SH1C3_200301_17348
